bs_id,latitude,longitude,total_duration(s),unique_users,lambda
BS_1081,31.188514,121.498410,1518540,193,0.096042
BS_1082,31.188696,121.181232,5270400,84,0.333333
BS_1083,31.188821,121.387044,7222320,179,0.456785
BS_1084,31.188877,121.434120,1004460,6,0.063528
BS_1085,31.189000,121.431937,1091640,25,0.069042
BS_1086,31.189335,121.781953,16864140,228,1.066595
BS_1087,31.189366,121.443482,544380,78,0.034430
BS_1088,31.189701,121.543143,6067920,149,0.383774
BS_1089,31.189711,121.363392,360,1,0.000023
BS_1090,31.189723,121.356104,82020,2,0.005187
BS_1091,31.189816,121.430881,21540,6,0.001362
BS_1092,31.189897,121.354305,25440,6,0.001609
BS_1093,31.190103,121.485774,326760,68,0.020666
BS_1094,31.190168,121.467092,3341340,111,0.211327
BS_1095,31.190185,121.443475,16002660,601,1.012109
BS_1096,31.190301,121.566862,21245940,216,1.343727
BS_1097,31.190389,121.457678,10613160,258,0.671243
BS_1098,31.190483,121.434806,1431720,140,0.090551
BS_1099,31.190530,121.445372,224760,31,0.014215
BS_1100,31.190828,121.420662,261300,26,0.016526
BS_1101,31.190941,121.420437,300,2,0.000019
BS_1102,31.191041,121.713578,13140,3,0.000831
BS_1103,31.191070,121.554321,7728840,164,0.488821
BS_1104,31.191178,121.466480,186780,17,0.011813
BS_1105,31.191240,121.507961,1821300,125,0.115190
BS_1106,31.191430,121.411411,14316540,374,0.905468
BS_1107,31.191496,121.410930,319200,5,0.020188
BS_1108,31.191674,121.699103,8100180,219,0.512306
BS_1109,31.191700,121.440205,257220,3,0.016268
BS_1110,31.191702,121.449143,732180,59,0.046308
BS_1111,31.191797,121.442896,56700,8,0.003586
BS_1112,31.191818,121.538713,5877480,197,0.371729
BS_1113,31.191830,121.590970,6181260,153,0.390942
BS_1114,31.191847,121.381117,9879540,194,0.624844
BS_1115,31.192060,121.438501,7363320,141,0.465703
BS_1116,31.192182,121.466139,497220,77,0.031447
BS_1117,31.192275,121.462826,11445180,172,0.723865
BS_1118,31.192320,121.142889,4963800,93,0.313942
BS_1119,31.192395,121.748164,184200,19,0.011650
BS_1120,31.192397,121.384407,827400,12,0.052330
BS_1121,31.192457,121.443575,124800,17,0.007893
BS_1122,31.192480,121.596297,31080,4,0.001966
BS_1123,31.192915,121.682688,11491320,91,0.726784
BS_1124,31.192935,121.399680,144660,12,0.009149
BS_1125,31.192975,121.449755,14122080,325,0.893169
BS_1126,31.193320,121.430385,12460260,540,0.788065
BS_1127,31.193331,121.599017,471300,59,0.029808
BS_1128,31.193409,121.393885,10151700,282,0.642058
BS_1129,31.193515,121.531662,758700,93,0.047985
BS_1130,31.193608,121.448072,70140,10,0.004436
BS_1131,31.193643,121.402511,4342380,5,0.274639
BS_1132,31.193646,121.449596,2112600,15,0.133614
BS_1133,31.193686,121.423417,1888980,3,0.119471
BS_1134,31.193771,121.546521,408420,64,0.025831
BS_1135,31.193811,121.373792,3049680,275,0.192881
BS_1136,31.193820,121.495240,39950160,1147,2.526700
BS_1137,31.194107,121.399831,316200,3,0.019998
BS_1138,31.194194,121.456589,12981480,288,0.821031
BS_1139,31.194364,121.400164,16620,2,0.001051
BS_1140,31.194525,121.511600,69060,5,0.004368
BS_1141,31.194567,121.453929,610740,8,0.038627
BS_1142,31.194580,121.436178,5154420,188,0.325998
BS_1143,31.194719,121.448676,183420,30,0.011601
BS_1144,31.194792,121.466884,2305740,256,0.145830
BS_1145,31.194928,121.366998,2059980,231,0.130286
BS_1146,31.195086,121.440792,220560,3,0.013950
BS_1147,31.195131,121.418788,6633420,263,0.419539
BS_1148,31.195139,121.385973,10213980,261,0.645997
BS_1149,31.195321,121.445546,445380,4,0.028169
BS_1150,31.195442,121.754406,62640,15,0.003962
BS_1151,31.195613,121.404250,10295100,236,0.651127
BS_1152,31.195619,121.518297,231240,9,0.014625
BS_1153,31.195623,121.398393,424740,113,0.026863
BS_1154,31.195642,121.446626,392520,2,0.024825
BS_1155,31.195650,121.439802,354000,7,0.022389
BS_1156,31.195709,121.424093,1327980,155,0.083990
BS_1157,31.195877,121.597043,1161540,3,0.073463
BS_1158,31.195887,121.591747,646020,2,0.040858
BS_1159,31.195907,121.410659,5062800,115,0.320203
BS_1160,31.196010,121.444227,164640,9,0.010413
BS_1161,31.196135,121.558528,8301420,259,0.525034
BS_1162,31.196220,121.468181,376680,5,0.023824
BS_1163,31.196266,121.537132,12985740,264,0.821300
BS_1164,31.196602,121.461665,885960,169,0.056034
BS_1165,31.196975,121.440602,12240,3,0.000774
BS_1166,31.196991,121.710603,71820,8,0.004542
BS_1167,31.197034,121.391103,109440,19,0.006922
BS_1168,31.197060,121.095538,5046300,38,0.319160
BS_1169,31.197080,121.382863,42420,7,0.002683
BS_1170,31.197114,121.442853,11356020,626,0.718226
BS_1171,31.197152,121.444999,840000,47,0.053127
BS_1172,31.197367,121.479142,96780,16,0.006121
BS_1173,31.197512,121.470198,3275640,9,0.207172
BS_1174,31.197573,121.376410,4004040,190,0.253241
BS_1175,31.197573,121.454035,2863140,280,0.181083
BS_1176,31.197656,121.463533,6139080,238,0.388274
BS_1177,31.197909,121.426542,8320440,453,0.526237
BS_1178,31.198048,121.604048,19242420,220,1.217012
BS_1179,31.198093,121.126168,13985460,198,0.884529
BS_1180,31.198113,121.590353,2072580,6,0.131083
BS_1181,31.198142,121.446688,12720,4,0.000804
BS_1182,31.198149,121.443929,93600,3,0.005920
BS_1183,31.198268,121.383605,206520,29,0.013062
BS_1184,31.198273,121.445101,174540,35,0.011039
BS_1185,31.198372,121.355749,3591840,359,0.227171
BS_1186,31.198673,121.479377,789060,28,0.049905
BS_1187,31.198680,121.485666,3059160,229,0.193481
BS_1188,31.198799,121.383701,2993760,182,0.189344
BS_1189,31.198836,121.215066,11695200,178,0.739678
BS_1190,31.198912,121.444187,86100,16,0.005446
BS_1191,31.198952,121.702440,8409360,107,0.531861
BS_1192,31.198953,121.516066,291780,57,0.018454
BS_1193,31.199070,121.517372,447720,23,0.028317
BS_1194,31.199096,121.401958,26940,4,0.001704
BS_1195,31.199128,121.540588,45900,7,0.002903
BS_1196,31.199140,121.438003,50640,17,0.003203
BS_1197,31.199167,121.433919,141780,12,0.008967
BS_1198,31.199270,121.622800,233220,1,0.014750
BS_1199,31.199450,121.434169,4980,4,0.000315
BS_1200,31.199522,121.446970,1215720,180,0.076890
BS_1201,31.199535,121.456715,555240,41,0.035117
BS_1202,31.199721,121.325753,20380200,1142,1.288972
BS_1203,31.199790,121.389906,2580000,134,0.163175
BS_1204,31.200003,121.566460,10740,1,0.000679
BS_1205,31.200179,121.551597,553620,32,0.035014
BS_1206,31.200224,121.316463,4423500,82,0.279770
BS_1207,31.200248,121.474414,1921740,203,0.121543
BS_1208,31.200249,121.443811,6443520,289,0.407529
BS_1209,31.200293,121.400145,1108980,10,0.070139
BS_1210,31.200428,121.437655,3062880,9,0.193716
BS_1211,31.200432,121.447381,13347780,466,0.844198
BS_1212,31.200668,121.480775,79980,17,0.005058
BS_1213,31.200719,121.519009,203580,18,0.012876
BS_1214,31.200779,121.533917,46560,3,0.002945
BS_1215,31.200783,121.446011,3884160,472,0.245659
BS_1216,31.200811,121.444401,6350340,770,0.401636
BS_1217,31.200865,121.448273,14400,10,0.000911
BS_1218,31.200875,121.481499,49320,6,0.003119
BS_1219,31.200882,121.446511,27831300,258,1.760227
BS_1220,31.201009,121.610969,2114220,6,0.133717
BS_1221,31.201064,121.438699,4102920,327,0.259495
BS_1222,31.201121,121.445016,1632600,59,0.103256
BS_1223,31.201237,121.669336,6960420,218,0.440221
BS_1224,31.201251,121.561484,11698620,239,0.739895
BS_1225,31.201259,121.401430,12075240,574,0.763714
BS_1226,31.201279,121.709485,21929820,275,1.386980
BS_1227,31.201303,121.434409,5318880,225,0.336400
BS_1228,31.201321,121.404211,3127980,8,0.197833
BS_1229,31.201647,121.420098,6061380,358,0.383360
BS_1230,31.201720,121.743118,2379240,100,0.150478
BS_1231,31.201817,121.452116,200100,5,0.012656
BS_1232,31.201880,121.479048,57840,2,0.003658
BS_1233,31.201959,121.610950,1082100,3,0.068439
BS_1234,31.201965,121.452457,11472600,430,0.725600
BS_1235,31.201966,121.545756,182100,7,0.011517
BS_1236,31.202004,121.591317,2580,2,0.000163
BS_1237,31.202075,121.187355,8813640,147,0.557430
BS_1238,31.202103,121.445912,704880,53,0.044581
BS_1239,31.202118,121.395128,1722780,147,0.108959
BS_1240,31.202226,121.399589,19440,2,0.001230
BS_1241,31.202262,121.564812,292200,57,0.018481
BS_1242,31.202376,121.434660,11100,1,0.000702
BS_1243,31.202395,121.627800,25135800,248,1.589747
BS_1244,31.202570,121.480687,21120,1,0.001336
BS_1245,31.202814,121.416250,15600,1,0.000987
BS_1246,31.202883,121.476296,8961360,269,0.566773
BS_1247,31.202912,121.712449,3466500,56,0.219243
BS_1248,31.203019,121.443614,477000,32,0.030168
BS_1249,31.203031,121.443586,8792040,154,0.556064
BS_1250,31.203194,121.468650,901620,139,0.057024
BS_1251,31.203225,121.399229,86640,13,0.005480
BS_1252,31.203252,121.441646,66060,10,0.004178
BS_1253,31.203349,121.413890,22440,4,0.001419
BS_1254,31.203422,121.526246,104160,6,0.006588
BS_1255,31.203473,121.445984,7537500,442,0.476719
BS_1256,31.203513,121.422001,132300,5,0.008367
BS_1257,31.203552,121.371544,5501520,140,0.347951
BS_1258,31.203621,121.393816,54000,6,0.003415
BS_1259,31.203670,121.543991,403680,82,0.025531
BS_1260,31.203742,121.461251,130980,30,0.008284
BS_1261,31.203911,121.590509,1067760,3,0.067532
BS_1262,31.203978,121.423912,13400460,423,0.847530
BS_1263,31.203981,121.483421,793500,112,0.050186
BS_1264,31.203987,121.520591,21536700,283,1.362117
BS_1265,31.204036,121.437644,392340,2,0.024814
BS_1266,31.204135,121.432003,168600,11,0.010663
BS_1267,31.204140,121.406657,588600,8,0.037227
BS_1268,31.204167,121.411602,37080,3,0.002345
BS_1269,31.204179,121.538588,11060760,448,0.699552
BS_1270,31.204322,121.455438,261060,17,0.016511
BS_1271,31.204343,121.407018,4385100,185,0.277341
BS_1272,31.204349,121.693531,8757720,183,0.553893
BS_1273,31.204601,121.484087,217560,21,0.013760
BS_1274,31.204614,121.432408,7295580,235,0.461418
BS_1275,31.204728,121.454952,8820,5,0.000558
BS_1276,31.204763,121.526768,931500,6,0.058914
BS_1277,31.204787,121.452154,10080,3,0.000638
BS_1278,31.204999,121.471193,8858580,113,0.560272
BS_1279,31.205050,121.393756,12180,2,0.000770
BS_1280,31.205115,121.492127,93360,6,0.005905
BS_1281,31.205507,121.527506,44160,5,0.002793
BS_1282,31.205618,121.420639,36660,5,0.002319
BS_1283,31.205759,121.263160,13163040,279,0.832514
BS_1284,31.205813,121.413544,5385300,539,0.340600
BS_1285,31.205839,121.462046,10380600,309,0.656535
BS_1286,31.206089,121.105074,708960,85,0.044839
BS_1287,31.206194,121.456569,7185600,438,0.454463
BS_1288,31.206201,121.085991,1262400,93,0.079842
BS_1289,31.206458,121.562768,201600,26,0.012750
BS_1290,31.206547,121.306923,15095040,389,0.954706
BS_1291,31.206573,121.701043,99420,16,0.006288
BS_1292,31.206640,121.419118,32460,6,0.002053
BS_1293,31.206668,121.449678,994620,235,0.062906
BS_1294,31.206761,121.399923,97080,26,0.006140
BS_1295,31.206940,121.459659,2491200,365,0.157559
BS_1296,31.206958,121.591146,2048460,207,0.129558
BS_1297,31.207094,121.713617,252780,59,0.015987
BS_1298,31.207125,121.299924,7330440,188,0.463623
BS_1299,31.207139,121.449578,2380920,260,0.150584
BS_1300,31.207205,121.482691,6599580,238,0.417399
BS_1301,31.207247,121.572933,1395300,205,0.088248
BS_1302,31.207251,121.407122,3157020,44,0.199670
BS_1303,31.207348,121.701850,6921180,155,0.437739
BS_1304,31.207679,121.489691,7869060,267,0.497689
BS_1305,31.207700,121.669382,20577240,254,1.301434
BS_1306,31.208108,121.414830,1987920,227,0.125729
BS_1307,31.208153,121.410830,79740,7,0.005043
BS_1308,31.208187,121.479316,60840,2,0.003848
BS_1309,31.208346,121.544892,19660080,252,1.243427
BS_1310,31.208384,121.466365,15285840,347,0.966773
BS_1311,31.208403,121.441631,34500,6,0.002182
BS_1312,31.208476,121.466867,36720,4,0.002322
BS_1313,31.208589,121.524447,5173560,229,0.327209
BS_1314,31.208636,121.464367,26700,4,0.001689
BS_1315,31.208892,121.556192,21780,3,0.001378
BS_1316,31.209010,121.478403,2321820,241,0.146847
BS_1317,31.209025,121.616514,19602660,221,1.239796
BS_1318,31.209070,121.436851,31500,3,0.001992
BS_1319,31.209182,121.535827,7938660,351,0.502091
BS_1320,31.209182,121.752433,3797100,134,0.240153
BS_1321,31.209344,121.414036,25740,4,0.001628
BS_1322,31.209344,121.466999,34500,7,0.002182
BS_1323,31.209424,121.530284,133080,36,0.008417
BS_1324,31.209454,121.524245,151260,19,0.009567
BS_1325,31.209479,121.702069,6212880,76,0.392942
BS_1326,31.209545,121.412006,160800,11,0.010170
BS_1327,31.209591,121.484233,14280,4,0.000903
BS_1328,31.209598,121.437679,43920,1,0.002778
BS_1329,31.209644,121.564470,14469720,544,0.915156
BS_1330,31.209704,121.368486,2965320,55,0.187546
BS_1331,31.209857,121.644884,388440,39,0.024567
BS_1332,31.209872,121.409627,358320,38,0.022662
BS_1333,31.209881,121.416504,161280,10,0.010200
BS_1334,31.209904,121.234203,5998440,134,0.379379
BS_1335,31.209905,121.374720,13335540,82,0.843424
BS_1336,31.209913,121.425292,7127340,229,0.450778
BS_1337,31.209934,121.604472,744660,2,0.047097
BS_1338,31.210033,121.405714,6535740,151,0.413361
BS_1339,31.210053,121.464569,45480,11,0.002876
BS_1340,31.210101,121.414922,104760,11,0.006626
BS_1341,31.210191,121.471168,81900,11,0.005180
BS_1342,31.210354,121.595268,506460,6,0.032032
BS_1343,31.210381,121.471721,64440,2,0.004076
BS_1344,31.210579,121.384648,2582520,46,0.163335
BS_1345,31.210579,121.453849,220140,38,0.013923
BS_1346,31.210582,121.529652,3819120,79,0.241545
BS_1347,31.210598,121.449688,26700,6,0.001689
BS_1348,31.210600,121.411728,222420,11,0.014067
BS_1349,31.210632,121.477007,306780,46,0.019403
BS_1350,31.210657,121.474053,91140,11,0.005764
BS_1351,31.210843,121.491168,19876080,236,1.257089
BS_1352,31.210887,121.315496,9727320,188,0.615217
BS_1353,31.210891,121.377900,6581400,103,0.416249
BS_1354,31.211021,121.569582,86880,11,0.005495
BS_1355,31.211093,121.409091,24120,4,0.001526
BS_1356,31.211107,121.590820,11461620,248,0.724905
BS_1357,31.211274,121.451304,22140,3,0.001400
BS_1358,31.211337,121.413801,2113920,40,0.133698
BS_1359,31.211339,121.406552,19440,4,0.001230
BS_1360,31.211380,121.728982,425940,47,0.026939
BS_1361,31.211395,121.465744,59820,10,0.003783
BS_1362,31.211400,121.476689,182940,29,0.011570
BS_1363,31.211485,121.403238,31359600,332,1.983379
BS_1364,31.211492,121.571765,2114280,176,0.133720
BS_1365,31.211534,121.510558,537780,91,0.034013
BS_1366,31.211574,121.366182,9299940,318,0.588187
BS_1367,31.211591,121.499553,11572020,575,0.731888
BS_1368,31.211598,121.439406,9849240,154,0.622928
BS_1369,31.211617,121.486703,3036780,113,0.192065
BS_1370,31.211634,121.520845,4649280,202,0.294050
BS_1371,31.211641,121.474534,3833520,318,0.242456
BS_1372,31.211757,121.464380,27300,3,0.001727
BS_1373,31.211760,121.453310,135960,12,0.008599
BS_1374,31.211781,121.405437,106440,2,0.006732
BS_1375,31.211846,121.475732,795420,184,0.050307
BS_1376,31.211918,121.479473,18660,1,0.001180
BS_1377,31.212027,121.491516,1042320,12,0.065923
BS_1378,31.212034,121.476918,74220,10,0.004694
BS_1379,31.212113,121.444193,6019740,152,0.380726
BS_1380,31.212328,121.407081,708540,7,0.044813
BS_1381,31.212450,121.637072,581460,5,0.036775
BS_1382,31.212572,121.537172,134340,18,0.008497
BS_1383,31.212716,121.419839,56160,11,0.003552
BS_1384,31.212718,121.447853,8421420,275,0.532624
BS_1385,31.212793,121.494061,1246560,6,0.078840
BS_1386,31.212833,121.423845,25920,2,0.001639
BS_1387,31.213015,121.547755,11320380,189,0.715972
BS_1388,31.213061,121.483541,2664780,220,0.168537
BS_1389,31.213090,121.531691,1237020,32,0.078237
BS_1390,31.213212,121.470589,105180,15,0.006652
BS_1391,31.213332,121.619545,87120,9,0.005510
BS_1392,31.213397,121.413655,2294280,10,0.145105
BS_1393,31.213510,121.372800,119040,7,0.007529
BS_1394,31.213561,121.634923,237000,14,0.014989
BS_1395,31.213582,121.383770,703500,28,0.044494
BS_1396,31.213659,121.455113,1392420,9,0.088065
BS_1397,31.213659,121.504661,5918220,256,0.374306
BS_1398,31.213701,121.418020,12856980,441,0.813156
BS_1399,31.213728,121.386102,16740120,378,1.058751
BS_1400,31.213849,121.430280,8760180,313,0.554049
BS_1401,31.213903,121.410198,941760,181,0.059563
BS_1402,31.214059,121.377640,2600640,183,0.164481
BS_1403,31.214115,121.406884,4214640,269,0.266560
BS_1404,31.214193,121.376945,2571000,81,0.162606
BS_1405,31.214209,121.659493,19269180,143,1.218704
BS_1406,31.214342,121.376038,158400,24,0.010018
BS_1407,31.214561,121.298904,21518460,210,1.360963
BS_1408,31.214600,121.522908,83040,13,0.005252
BS_1409,31.214641,121.525998,421020,40,0.026628
BS_1410,31.214683,121.551574,13676820,335,0.865008
BS_1411,31.214689,121.426655,112440,9,0.007111
BS_1412,31.214719,121.624972,1947360,187,0.123163
BS_1413,31.214741,121.427168,765660,5,0.048425
BS_1414,31.214767,121.444427,4435260,143,0.280514
BS_1415,31.214778,121.477545,15900,2,0.001006
BS_1416,31.214958,121.527054,10280280,383,0.650190
BS_1417,31.214969,121.586763,117240,3,0.007415
BS_1418,31.215028,121.438872,21360,4,0.001351
BS_1419,31.215081,121.481286,3586080,77,0.226806
BS_1420,31.215246,121.604329,17435880,349,1.102755
BS_1421,31.215311,121.523574,213720,14,0.013517
BS_1422,31.215347,121.134685,1896780,86,0.119964
BS_1423,31.215350,121.466060,544740,128,0.034453
BS_1424,31.215381,121.439262,5100900,213,0.322613
BS_1425,31.215428,121.660427,29996100,367,1.897143
BS_1426,31.215664,121.468290,12663960,443,0.800949
BS_1427,31.215893,121.558154,33480,7,0.002117
BS_1428,31.216092,121.508679,641520,5,0.040574
BS_1429,31.216146,121.472933,884760,74,0.055958
BS_1430,31.216154,121.557057,42240,15,0.002672
BS_1431,31.216269,121.435171,135300,4,0.008557
BS_1432,31.216359,121.397227,10416060,173,0.658777
BS_1433,31.216371,121.601926,14371320,204,0.908933
BS_1434,31.216462,121.677078,197940,58,0.012519
BS_1435,31.216472,121.413336,180900,5,0.011441
BS_1436,31.216526,121.326846,3627780,426,0.229444
BS_1437,31.216528,121.439617,771420,50,0.048789
BS_1438,31.216531,121.541197,42780,5,0.002706
BS_1439,31.216555,121.409176,54420,6,0.003442
BS_1440,31.216651,121.604749,155640,10,0.009844
BS_1441,31.216659,121.391301,771300,189,0.048782
BS_1442,31.216682,121.468605,180000,16,0.011384
BS_1443,31.216683,121.469647,63000,2,0.003985
BS_1444,31.216686,121.493011,1442400,226,0.091226
BS_1445,31.216752,121.476401,13144080,696,0.831315
BS_1446,31.216788,121.299974,504240,26,0.031891
BS_1447,31.216840,121.593486,61560,5,0.003893
BS_1448,31.217014,121.489550,4680,2,0.000296
BS_1449,31.217037,121.436490,533340,21,0.033732
BS_1450,31.217073,121.524494,464220,7,0.029360
BS_1451,31.217074,121.510123,9527580,621,0.602584
BS_1452,31.217162,121.411803,332400,33,0.021023
BS_1453,31.217217,121.558644,130080,32,0.008227
BS_1454,31.217237,121.432824,8866020,310,0.560743
BS_1455,31.217249,121.504369,2373420,80,0.150110
BS_1456,31.217261,121.391532,1046880,70,0.066211
BS_1457,31.217315,121.635295,2833620,18,0.179216
BS_1458,31.217323,121.753758,2822340,162,0.178503
BS_1459,31.217372,121.460724,7179600,306,0.454083
BS_1460,31.217476,121.494788,14332200,286,0.906459
BS_1461,31.217512,121.533844,2879880,230,0.182142
BS_1462,31.217516,121.452872,6597180,495,0.417247
BS_1463,31.217590,121.408290,98220,24,0.006212
BS_1464,31.217655,121.534591,665160,107,0.042069
BS_1465,31.217682,121.499709,5734140,168,0.362663
BS_1466,31.217729,121.472441,628680,80,0.039762
BS_1467,31.217968,121.414670,9650820,308,0.610379
BS_1468,31.218005,121.430759,676140,14,0.042763
BS_1469,31.218016,121.568018,2199060,21,0.139082
BS_1470,31.218022,121.504024,2332680,352,0.147533
BS_1471,31.218038,121.535218,12480,2,0.000789
BS_1472,31.218201,121.487151,24272760,322,1.535162
BS_1473,31.218516,121.463689,591720,5,0.037424
BS_1474,31.218517,121.477878,6420,1,0.000406
BS_1475,31.218520,121.440190,11195160,513,0.708053
BS_1476,31.218716,121.568667,9680700,146,0.612269
BS_1477,31.218812,121.401309,6256260,202,0.395685
BS_1478,31.218820,121.436387,360840,12,0.022822
BS_1479,31.218858,121.465451,37680,7,0.002383
BS_1480,31.218928,121.402968,955680,5,0.060443
BS_1481,31.218990,121.492002,621120,11,0.039284
BS_1482,31.219088,121.428934,139980,4,0.008853
BS_1483,31.219114,121.423499,15897540,505,1.005461
BS_1484,31.219133,121.524846,4434000,139,0.280434
BS_1485,31.219143,121.418582,25920,5,0.001639
BS_1486,31.219239,121.418564,1761540,170,0.111411
BS_1487,31.219437,121.374523,3581700,117,0.226529
BS_1488,31.219455,121.098597,3819060,47,0.241541
BS_1489,31.219530,121.455395,21180,10,0.001340
BS_1490,31.219533,121.427561,170520,13,0.010785
BS_1491,31.219647,121.446669,1585080,128,0.100250
BS_1492,31.219656,121.492340,295800,56,0.018708
BS_1493,31.219856,121.568149,218160,39,0.013798
BS_1494,31.219945,121.285654,6435420,248,0.407017
BS_1495,31.219947,121.467027,2333580,421,0.147590
BS_1496,31.220133,121.471187,94260,33,0.005962
BS_1497,31.220242,121.403403,9780,1,0.000619
BS_1498,31.220334,121.367655,1117800,229,0.070697
BS_1499,31.220416,121.529149,10812420,128,0.683846
BS_1500,31.220424,121.383546,140940,17,0.008914
BS_1501,31.220434,121.408625,3343920,150,0.211491
BS_1502,31.220472,121.440883,2340,1,0.000148
BS_1503,31.220649,121.359940,9388860,320,0.593811
BS_1504,31.220719,121.402337,6540,5,0.000414
BS_1505,31.220745,121.438858,46740,3,0.002956
BS_1506,31.220809,121.305363,12475740,247,0.789044
BS_1507,31.221001,121.731159,7200720,144,0.455419
BS_1508,31.221052,121.503967,6741060,127,0.426347
BS_1509,31.221201,121.497347,1481040,128,0.093670
BS_1510,31.221210,121.411568,3458280,162,0.218723
BS_1511,31.221319,121.166272,609360,87,0.038540
BS_1512,31.221320,121.438917,726480,4,0.045947
BS_1513,31.221325,121.448881,8936940,320,0.565228
BS_1514,31.221346,121.201454,3460500,79,0.218864
BS_1515,31.221350,121.391319,4417680,244,0.279402
BS_1516,31.221591,121.351862,4333260,340,0.274063
BS_1517,31.221662,121.539905,12488820,356,0.789872
BS_1518,31.221688,121.462858,213000,14,0.013471
BS_1519,31.221705,121.642288,4370160,127,0.276396
BS_1520,31.221777,121.558508,4402680,287,0.278453
BS_1521,31.221876,121.687381,3081000,136,0.194862
BS_1522,31.222119,121.454078,2660640,184,0.168276
BS_1523,31.222168,121.378951,4403340,133,0.278495
BS_1524,31.222233,121.623547,11957460,199,0.756265
BS_1525,31.222272,121.438997,183960,4,0.011635
BS_1526,31.222328,121.461659,1525920,10,0.096509
BS_1527,31.222550,121.440445,2123040,6,0.134274
BS_1528,31.222580,121.428599,14888580,278,0.941648
BS_1529,31.222609,121.378494,624840,152,0.039519
BS_1530,31.222617,121.460214,345960,2,0.021881
BS_1531,31.222697,121.444861,61260,4,0.003874
BS_1532,31.222754,121.459663,556020,4,0.035166
BS_1533,31.222780,121.450373,1890000,98,0.119536
BS_1534,31.223004,121.465956,12441960,495,0.786908
BS_1535,31.223017,121.465143,871680,16,0.055131
BS_1536,31.223107,121.454329,2707560,361,0.171243
BS_1537,31.223114,121.522857,3158880,178,0.199787
BS_1538,31.223117,121.504741,1191000,196,0.075326
BS_1539,31.223134,121.438170,661380,18,0.041830
BS_1540,31.223175,121.184646,3833400,68,0.242448
BS_1541,31.223297,121.430839,440040,10,0.027831
BS_1542,31.223306,121.378382,29280,8,0.001852
BS_1543,31.223367,121.465950,133680,21,0.008455
BS_1544,31.223411,121.428559,185940,28,0.011760
BS_1545,31.223446,121.432052,108180,10,0.006842
BS_1546,31.223648,121.467523,234300,14,0.014819
BS_1547,31.223665,121.458791,7849980,330,0.496482
BS_1548,31.223721,121.482534,76320,15,0.004827
BS_1549,31.223981,121.478274,5693100,501,0.360068
BS_1550,31.224006,121.423572,88140,7,0.005575
BS_1551,31.224027,121.423777,292380,5,0.018492
BS_1552,31.224117,121.473200,9221760,472,0.583242
BS_1553,31.224126,121.547664,1367400,230,0.086483
BS_1554,31.224154,121.438070,2135880,331,0.135087
BS_1555,31.224182,121.421183,70380,7,0.004451
BS_1556,31.224226,121.438390,14248140,355,0.901142
BS_1557,31.224373,121.364172,6953820,228,0.439803
BS_1558,31.224385,121.143509,822120,62,0.051996
BS_1559,31.224391,121.489143,93300,10,0.005901
BS_1560,31.224452,121.511537,3883620,216,0.245625
BS_1561,31.224487,121.452917,131880,6,0.008341
BS_1562,31.224539,121.550163,3030720,40,0.191682
BS_1563,31.224551,121.547983,468000,67,0.029599
BS_1564,31.224552,121.482535,1307700,275,0.082707
BS_1565,31.224718,121.344451,4641960,216,0.293587
BS_1566,31.224731,121.434640,5654460,174,0.357624
BS_1567,31.224758,121.446392,651420,3,0.041200
BS_1568,31.224841,121.440899,87840,11,0.005556
BS_1569,31.224854,121.476992,24240,2,0.001533
BS_1570,31.224855,121.480154,205920,3,0.013024
BS_1571,31.225092,121.384640,2707020,143,0.171209
BS_1572,31.225207,121.452948,10968480,318,0.693716
BS_1573,31.225266,121.444323,11905860,409,0.753002
BS_1574,31.225269,121.491889,757680,132,0.047920
BS_1575,31.225275,121.471640,6489600,403,0.410443
BS_1576,31.225318,121.437806,817920,4,0.051730
BS_1577,31.225477,121.448153,3285060,38,0.207768
BS_1578,31.225488,121.445983,32580,9,0.002061
BS_1579,31.225653,121.480878,386820,111,0.024465
BS_1580,31.225663,121.452017,95160,12,0.006019
BS_1581,31.225675,121.364645,14760,3,0.000934
BS_1582,31.225831,121.366810,1555920,2,0.098406
BS_1583,31.225831,121.412695,2642280,129,0.167114
BS_1584,31.225878,121.466952,173760,14,0.010990
BS_1585,31.226220,121.506261,11457780,256,0.724662
BS_1586,31.226242,121.450105,974880,11,0.061658
BS_1587,31.226260,121.551311,11400,4,0.000721
BS_1588,31.226286,121.600124,63840,10,0.004038
BS_1589,31.226560,121.490417,1281480,2,0.081049
BS_1590,31.226563,121.483486,411780,5,0.026044
BS_1591,31.226656,121.430679,18480,3,0.001169
BS_1592,31.226676,121.555069,445620,2,0.028184
BS_1593,31.226708,121.481109,404580,34,0.025588
BS_1594,31.226773,121.480316,8280,2,0.000524
BS_1595,31.226966,121.531740,22973820,392,1.453009
BS_1596,31.226998,121.556375,289740,4,0.018325
BS_1597,31.227140,121.391029,5479320,210,0.346547
BS_1598,31.227160,121.386851,13680,3,0.000865
BS_1599,31.227165,121.480195,5446620,435,0.344479
BS_1600,31.227167,121.633295,8275740,581,0.523410
BS_1601,31.227254,121.402789,1236900,13,0.078229
BS_1602,31.227348,121.350438,134220,29,0.008489
BS_1603,31.227544,121.537532,675900,119,0.042748
BS_1604,31.227630,121.536289,53040,8,0.003355
BS_1605,31.227666,121.431017,1308720,95,0.082772
BS_1606,31.227697,121.535592,21180,5,0.001340
BS_1607,31.227762,121.495598,1286220,170,0.081349
