bs_id,latitude,longitude,total_duration(s),unique_users,lambda
BS_2661,31.312117,121.474859,2406480,86,0.152201
BS_2662,31.312192,121.456456,7000200,349,0.442737
BS_2663,31.312291,121.466310,6651360,144,0.420674
BS_2664,31.312494,121.157796,2313660,72,0.146330
BS_2665,31.312672,121.593011,8043360,328,0.508713
BS_2666,31.312825,121.491112,23702940,242,1.499123
BS_2667,31.312979,121.545236,222240,35,0.014056
BS_2668,31.313065,121.417971,11163960,100,0.706079
BS_2669,31.313444,121.309439,3629940,168,0.229580
BS_2670,31.313940,121.382812,19455000,304,1.230457
BS_2671,31.313954,121.499987,5263680,78,0.332908
BS_2672,31.314038,121.509762,13879800,145,0.877846
BS_2673,31.314113,121.110731,795060,114,0.050285
BS_2674,31.314136,121.549429,15360,2,0.000971
BS_2675,31.314684,121.522729,464880,1,0.029402
BS_2676,31.315405,121.532388,173640,12,0.010982
BS_2677,31.315501,121.535127,1657200,68,0.104812
BS_2678,31.315735,121.534779,61680,4,0.003901
BS_2679,31.315817,121.359172,286200,14,0.018101
BS_2680,31.315825,121.532151,5265420,128,0.333018
BS_2681,31.316181,121.405014,9251820,112,0.585143
BS_2682,31.316557,121.516135,1964340,62,0.124237
BS_2683,31.316634,121.657988,274860,11,0.017384
BS_2684,31.317240,121.237444,8114280,162,0.513198
BS_2685,31.317284,121.462980,120720,10,0.007635
BS_2686,31.317294,121.460019,13519800,423,0.855077
BS_2687,31.317417,121.483830,9265200,134,0.585990
BS_2688,31.317512,121.404518,219540,32,0.013885
BS_2689,31.317584,121.626266,1522440,14,0.096289
BS_2690,31.317624,121.405225,303600,42,0.019202
BS_2691,31.317640,121.496784,149820,16,0.009476
BS_2692,31.317987,120.619907,327900,10,0.020738
BS_2693,31.318258,121.167266,1435920,205,0.090817
BS_2694,31.318281,121.447698,14822460,162,0.937466
BS_2695,31.318369,121.407014,14578800,120,0.922055
BS_2696,31.318389,121.653955,1759800,105,0.111301
BS_2697,31.318438,121.497035,3406920,108,0.215475
BS_2698,31.318646,121.538990,22391940,250,1.416207
BS_2699,31.318661,121.194317,15816180,152,1.000315
BS_2700,31.318695,121.410448,815100,19,0.051552
BS_2701,31.318974,121.412838,2800800,108,0.177140
BS_2702,31.319077,121.331853,16887420,116,1.068067
BS_2703,31.319422,121.469372,4108320,50,0.259836
BS_2704,31.319501,121.584673,6952620,150,0.439728
BS_2705,31.319806,121.526248,9075720,210,0.574006
BS_2706,31.320121,121.459018,2800440,126,0.177117
BS_2707,31.320281,121.454478,18840,7,0.001192
BS_2708,31.320829,121.389518,2181900,46,0.137997
BS_2709,31.320837,121.542217,90360,12,0.005715
BS_2710,31.320870,121.393055,441900,18,0.027949
BS_2711,31.321039,121.453913,11967480,330,0.756899
BS_2712,31.321416,121.215000,7742280,104,0.489671
BS_2713,31.323091,121.364299,5906280,194,0.373550
BS_2714,31.323113,121.616609,6986220,201,0.441853
BS_2715,31.323457,121.578150,4839480,141,0.306079
BS_2716,31.323598,121.638883,1146780,47,0.072530
BS_2717,31.324066,121.536866,5865300,97,0.370959
BS_2718,31.324375,121.433451,2816280,43,0.178119
BS_2719,31.324464,121.387532,27850380,98,1.761434
BS_2720,31.324905,121.294160,10623540,161,0.671900
BS_2721,31.325382,121.553285,4527360,338,0.286339
BS_2722,31.325552,121.473746,118020,17,0.007464
BS_2723,31.325890,121.477565,213360,18,0.013494
BS_2724,31.326138,121.489730,16104720,237,1.018564
BS_2725,31.326226,121.612774,8640,3,0.000546
BS_2726,31.326418,121.501541,3509820,96,0.221983
BS_2727,31.326513,121.490258,55200,1,0.003491
BS_2728,31.326619,121.493433,3309000,93,0.209282
BS_2729,31.326648,121.304442,33028260,338,2.088915
BS_2730,31.326671,121.481254,161700,1,0.010227
BS_2731,31.327041,121.661258,4289640,135,0.271304
BS_2732,31.327049,121.443238,13128180,209,0.830309
BS_2733,31.327120,121.254377,8693220,178,0.549814
BS_2734,31.327190,121.530130,26116200,170,1.651753
BS_2735,31.327299,121.452936,6519780,293,0.412352
BS_2736,31.327319,121.462047,27234060,320,1.722454
BS_2737,31.327484,121.406697,10662780,146,0.674381
BS_2738,31.327488,121.437837,8893320,100,0.562470
BS_2739,31.327550,121.153430,1088700,226,0.068856
BS_2740,31.327657,121.544364,346500,24,0.021915
BS_2741,31.328439,121.384246,292920,34,0.018526
BS_2742,31.328545,121.538592,153300,14,0.009696
BS_2743,31.328990,121.323419,7209900,108,0.456000
BS_2744,31.330908,121.455160,2747340,160,0.173759
BS_2745,31.331055,121.529620,2549100,99,0.161221
BS_2746,31.331242,121.225906,11009040,118,0.696281
BS_2747,31.331670,121.440751,13587480,245,0.859358
BS_2748,31.331954,121.451325,200700,13,0.012694
BS_2749,31.332113,121.451373,278760,54,0.017631
BS_2750,31.332214,121.218580,3227160,55,0.204106
BS_2751,31.332279,121.286543,157440,13,0.009957
BS_2752,31.332871,121.640577,58740,3,0.003715
BS_2753,31.333313,121.333805,1386480,25,0.087690
BS_2754,31.333315,121.188402,2821020,75,0.178419
BS_2755,31.333408,121.552846,3133740,89,0.198197
BS_2756,31.333953,121.449114,64020,6,0.004049
BS_2757,31.334186,121.502380,9978600,220,0.631110
BS_2758,31.334437,121.640763,51780,9,0.003275
BS_2759,31.334449,121.536876,8084880,120,0.511339
BS_2760,31.334540,121.466110,5616540,122,0.355225
BS_2761,31.335141,121.413142,1150320,43,0.072753
BS_2762,31.335151,121.590721,6485460,87,0.410181
BS_2763,31.336058,121.274257,93000,8,0.005882
BS_2764,31.336782,121.593918,27000,3,0.001708
BS_2765,31.337091,121.543621,4246020,106,0.268545
BS_2766,31.337218,121.465181,23700000,220,1.498937
BS_2767,31.337262,121.473928,22480920,173,1.421835
BS_2768,31.337534,121.293635,644520,3,0.040764
BS_2769,31.337637,121.446597,3479220,39,0.220048
BS_2770,31.337749,121.579688,2639160,33,0.166917
BS_2771,31.337750,121.306733,12956880,171,0.819475
BS_2772,31.338059,121.289933,18785340,278,1.188103
BS_2773,31.338453,121.449399,459840,23,0.029083
BS_2774,31.338760,121.437747,4126860,47,0.261009
BS_2775,31.338810,121.604229,23280,2,0.001472
BS_2776,31.339114,121.321261,32171160,138,2.034707
BS_2777,31.339206,121.453188,5689380,209,0.359832
BS_2778,31.339700,121.298473,3866520,90,0.244543
BS_2779,31.339843,121.232133,342480,65,0.021661
BS_2780,31.340297,121.266520,1157700,53,0.073220
BS_2781,31.340851,121.632620,9037380,61,0.571581
BS_2782,31.341175,121.618019,4258560,136,0.269338
BS_2783,31.341417,121.271089,2682480,144,0.169657
BS_2784,31.342336,121.605688,2690820,116,0.170184
BS_2785,31.342417,121.409220,10645680,137,0.673300
BS_2786,31.343106,121.455682,18990720,191,1.201093
BS_2787,31.343354,121.593310,38700,6,0.002448
BS_2788,31.343386,121.208271,4639440,97,0.293427
BS_2789,31.343828,121.481620,48240,10,0.003051
BS_2790,31.344291,121.487858,26597340,290,1.682184
BS_2791,31.344366,121.519150,1495200,69,0.094566
BS_2792,31.344675,121.443963,19535100,275,1.235523
BS_2793,31.344797,121.500999,696600,28,0.044057
BS_2794,31.345387,121.596868,3840,2,0.000243
BS_2795,31.345443,121.596458,9722160,99,0.614891
BS_2796,31.346682,121.493520,5459340,96,0.345283
BS_2797,31.346801,121.577398,17311500,96,1.094888
BS_2798,31.348039,121.147744,131400,14,0.008311
BS_2799,31.348329,121.593744,11040,2,0.000698
BS_2800,31.348418,121.427796,45669840,161,2.888449
BS_2801,31.348473,121.384381,421560,50,0.026662
BS_2802,31.348925,121.178176,498120,26,0.031504
BS_2803,31.349748,121.506246,7234560,203,0.457559
BS_2804,31.350403,121.599242,381360,1,0.024120
BS_2805,31.350476,121.519951,71340,1,0.004512
BS_2806,31.350554,121.391849,114000,4,0.007210
BS_2807,31.350616,121.589116,7038720,70,0.445173
BS_2808,31.351256,121.519123,1199760,76,0.075880
BS_2809,31.351912,121.580740,13620,1,0.000861
BS_2810,31.352538,121.490272,3770160,72,0.238449
BS_2811,31.353347,121.441038,9109500,119,0.576142
BS_2812,31.353624,121.155902,931200,95,0.058895
BS_2813,31.354467,121.595273,38640,2,0.002444
BS_2814,31.354948,121.496863,13572540,101,0.858413
BS_2815,31.355364,121.537096,3188760,50,0.201677
BS_2816,31.355417,121.263102,40860,5,0.002584
BS_2817,31.355465,121.412867,15770760,174,0.997442
BS_2818,31.355737,121.403678,20536860,245,1.298881
BS_2819,31.355885,121.375057,7299720,252,0.461680
BS_2820,31.356008,121.596087,244320,2,0.015452
BS_2821,31.356238,121.568226,4922220,28,0.311312
BS_2822,31.356305,121.293716,1525620,45,0.096490
BS_2823,31.356868,121.555161,1868760,81,0.118192
BS_2824,31.357217,121.439635,6573780,74,0.415767
BS_2825,31.357773,121.508693,5353920,139,0.338616
BS_2826,31.358014,121.376170,9416880,141,0.595583
BS_2827,31.358732,121.508333,2043420,78,0.129239
BS_2828,31.358748,121.528060,2279220,59,0.144152
BS_2829,31.359311,121.310645,7941060,65,0.502243
BS_2830,31.359545,121.181560,5384580,60,0.340555
BS_2831,31.359987,121.417748,89340,17,0.005650
BS_2832,31.360292,121.583955,15050160,77,0.951867
BS_2833,31.360948,121.595293,3158520,72,0.199765
BS_2834,31.360977,121.444195,3615900,214,0.228692
BS_2835,31.361240,121.451839,6171480,121,0.390323
BS_2836,31.361645,121.475443,5299200,48,0.335155
BS_2837,31.362367,121.461011,76680,3,0.004850
BS_2838,31.364338,121.251014,1748340,2,0.110576
BS_2839,31.364407,121.561457,2386020,83,0.150907
BS_2840,31.364503,121.391608,8322420,96,0.526362
BS_2841,31.365012,121.504701,604380,70,0.038225
BS_2842,31.365408,121.245027,2258040,143,0.142813
BS_2843,31.365913,121.177965,2861760,80,0.180996
BS_2844,31.366638,121.435430,9506100,186,0.601226
BS_2845,31.367392,121.276877,1537320,91,0.097230
BS_2846,31.367578,121.318580,13423980,171,0.849017
BS_2847,31.368461,121.372259,6066960,69,0.383713
BS_2848,31.369006,121.255520,426480,2,0.026973
BS_2849,31.369100,121.415317,5077740,113,0.321148
BS_2850,31.370243,121.576881,2480520,1,0.156884
BS_2851,31.370336,121.265507,7280400,189,0.460458
BS_2852,31.370388,121.187891,16491180,280,1.043006
BS_2853,31.370457,121.470415,3598200,121,0.227573
BS_2854,31.370654,121.459272,7515660,200,0.475338
BS_2855,31.370992,121.177459,7463880,78,0.472063
BS_2856,31.371366,121.236234,3535380,142,0.223600
BS_2857,31.371694,121.443832,9610260,168,0.607813
BS_2858,31.371973,121.278978,5739720,82,0.363016
BS_2859,31.372190,121.448243,134340,12,0.008497
BS_2860,31.372730,121.546117,1843380,14,0.116587
BS_2861,31.373175,121.438741,881460,21,0.055749
BS_2862,31.373346,121.135761,651900,56,0.041230
BS_2863,31.373432,121.490334,4406340,73,0.278685
BS_2864,31.374842,121.264224,2374920,153,0.150205
BS_2865,31.375832,121.389413,208800,35,0.013206
BS_2866,31.376534,121.563363,89040,6,0.005631
BS_2867,31.376717,121.539395,1788120,79,0.113092
BS_2868,31.377094,121.500868,15480,2,0.000979
BS_2869,31.378141,121.503801,720360,23,0.045560
BS_2870,31.378285,121.436137,13683480,149,0.865430
BS_2871,31.378631,121.277965,3509460,113,0.221960
BS_2872,31.379455,121.372876,11431560,108,0.723004
BS_2873,31.379546,121.260455,220800,24,0.013965
BS_2874,31.380093,121.517779,9689040,90,0.612796
BS_2875,31.380359,121.304458,3651180,102,0.230924
BS_2876,31.381763,121.301878,8880600,77,0.561665
BS_2877,31.382369,121.258579,210900,4,0.013339
BS_2878,31.382497,121.548578,3383820,88,0.214014
BS_2879,31.382771,121.291756,8650920,46,0.547139
BS_2880,31.382812,121.242351,14921340,141,0.943720
BS_2881,31.383360,121.420672,10708500,93,0.677273
BS_2882,31.383625,121.268069,2583120,133,0.163373
BS_2883,31.384170,121.344688,607260,54,0.038407
BS_2884,31.384186,121.484871,4761300,69,0.301135
BS_2885,31.384742,121.277311,2842260,45,0.179762
BS_2886,31.385543,121.469415,7107780,134,0.449541
BS_2887,31.386162,121.255053,74580,13,0.004717
BS_2888,31.387389,121.431922,3142200,104,0.198733
BS_2889,31.387987,121.495216,17383320,190,1.099431
BS_2890,31.387989,121.396749,1946280,77,0.123095
BS_2891,31.388641,121.444174,18810480,144,1.189693
BS_2892,31.389487,121.259676,2246280,68,0.142069
BS_2893,31.390234,121.254572,17393100,393,1.100049
BS_2894,31.390340,121.272165,17532960,111,1.108895
BS_2895,31.391131,121.251789,596880,41,0.037750
BS_2896,31.391154,121.246483,162420,6,0.010272
BS_2897,31.392798,121.246646,956400,57,0.060489
BS_2898,31.395438,121.472743,2463960,78,0.155836
BS_2899,31.395694,121.391302,1479240,60,0.093556
BS_2900,31.395845,121.450008,194640,9,0.012310
BS_2901,31.395915,121.363062,14223300,141,0.899571
BS_2902,31.395973,121.258897,6436920,247,0.407111
BS_2903,31.396049,121.448747,198120,3,0.012530
BS_2904,31.396351,121.442220,6380220,138,0.403525
BS_2905,31.396658,121.496972,12548520,121,0.793648
BS_2906,31.396687,121.378844,7895940,71,0.499389
BS_2907,31.397140,121.507729,724080,2,0.045795
BS_2908,31.397562,121.158640,1613760,65,0.102064
BS_2909,31.397648,121.285510,3016140,43,0.190760
BS_2910,31.397749,121.267217,7522200,111,0.475751
BS_2911,31.398623,121.409041,1224840,39,0.077467
BS_2912,31.399445,121.464161,184080,3,0.011642
BS_2913,31.400853,121.483671,2510700,124,0.158793
BS_2914,31.401391,121.463758,10081680,87,0.637629
BS_2915,31.402193,121.367083,2310960,62,0.146160
BS_2916,31.402222,121.493387,12301740,188,0.778040
BS_2917,31.402828,121.487790,2274300,72,0.143841
BS_2918,31.403164,121.489072,21960,4,0.001389
BS_2919,31.403259,121.447841,4067700,102,0.257267
BS_2920,31.403690,121.255993,184320,4,0.011658
BS_2921,31.404161,121.471090,355020,9,0.022454
BS_2922,31.404925,121.473328,258840,4,0.016371
BS_2923,31.405231,121.506638,17730660,166,1.121399
BS_2924,31.405792,121.489703,4115040,133,0.260261
BS_2925,31.405917,121.474805,7980,2,0.000505
BS_2926,31.406017,121.240101,10158360,110,0.642479
BS_2927,31.406426,121.476433,10637040,122,0.672753
BS_2928,31.407391,121.490586,507180,32,0.032077
BS_2929,31.409644,121.303936,1461540,39,0.092437
BS_2930,31.410089,121.244982,7227420,60,0.457108
BS_2931,31.410106,121.261072,112980,14,0.007146
BS_2932,31.410197,121.500761,2932140,59,0.185447
BS_2933,31.410254,121.496122,137100,4,0.008671
BS_2934,31.410741,121.442349,2264460,34,0.143219
BS_2935,31.410799,121.489340,22080,5,0.001396
BS_2936,31.412391,121.491247,197160,24,0.012470
BS_2937,31.412982,121.496282,29329200,203,1.854964
BS_2938,31.413394,121.474339,16020,4,0.001013
BS_2939,31.413510,121.367585,658320,48,0.041636
BS_2940,31.413754,121.202263,4112340,124,0.260090
BS_2941,31.414397,121.481621,18833280,105,1.191135
BS_2942,31.414938,121.486809,9470040,122,0.598945
BS_2943,31.415025,121.466574,2280,2,0.000144
BS_2944,31.415037,121.260851,134940,4,0.008534
BS_2945,31.415226,121.349387,5365380,118,0.339340
BS_2946,31.415595,121.188844,6989760,137,0.442077
BS_2947,31.416300,121.496785,2572380,46,0.162694
BS_2948,31.417324,121.491388,280740,22,0.017756
BS_2949,31.418900,121.295725,1160580,57,0.073402
BS_2950,31.419300,121.285094,2965320,33,0.187546
BS_2951,31.419608,121.431596,474900,13,0.030036
BS_2952,31.420016,121.441130,6913680,92,0.437265
BS_2953,31.420118,121.349715,580680,42,0.036726
BS_2954,31.420803,121.280523,1751940,41,0.110804
BS_2955,31.421831,121.349166,2111640,60,0.133553
BS_2956,31.422250,121.355698,5650920,76,0.357400
BS_2957,31.423181,121.387917,7041780,76,0.445367
BS_2958,31.423448,121.433415,16666620,139,1.054102
BS_2959,31.424101,121.362592,37860,3,0.002395
BS_2960,31.425786,121.422506,15032160,94,0.950729
BS_2961,31.426865,121.351198,1823280,54,0.115316
BS_2962,31.427180,121.339250,2848560,53,0.180161
BS_2963,31.427978,121.433301,7439520,69,0.470522
BS_2964,31.428157,121.260412,80520,2,0.005093
BS_2965,31.429482,121.184088,904620,165,0.057214
BS_2966,31.430211,121.282390,3794940,14,0.240016
BS_2967,31.430745,121.187414,1849800,110,0.116993
BS_2968,31.431346,121.222574,3525120,78,0.222951
BS_2969,31.432457,121.359456,312360,23,0.019756
BS_2970,31.434069,121.448741,8395740,22,0.531000
BS_2971,31.436148,121.224416,2147940,268,0.135849
BS_2972,31.436901,121.294601,3148860,30,0.199154
BS_2973,31.437104,121.312850,706140,42,0.044661
BS_2974,31.437370,121.432451,4172820,16,0.263915
BS_2975,31.441487,121.179013,5302140,530,0.335341
BS_2976,31.441726,121.246593,1669500,38,0.105590
BS_2977,31.444014,121.256610,18417480,58,1.164838
BS_2978,31.444231,121.225828,738180,25,0.046687
BS_2979,31.447176,121.385936,2678520,21,0.169406
BS_2980,31.450256,121.254671,938280,16,0.059343
BS_2981,31.452354,121.338610,1668060,55,0.105499
BS_2982,31.453478,121.256429,2617980,31,0.165578
BS_2983,31.455174,121.413981,3141180,41,0.198668
BS_2984,31.456227,121.359857,2245080,51,0.141993
BS_2985,31.456258,121.413525,5605440,48,0.354523
BS_2986,31.456615,121.221022,3164400,148,0.200137
BS_2987,31.459342,121.319364,5973300,42,0.377789
BS_2988,31.459469,121.412299,2800320,38,0.177110
BS_2989,31.460409,121.401649,6527400,17,0.412834
BS_2990,31.462643,121.331794,1534200,15,0.097032
BS_2991,31.463063,121.345403,1584300,19,0.100201
BS_2992,31.467705,121.201637,1225200,89,0.077489
BS_2993,31.468523,121.425585,1431660,33,0.090547
BS_2994,31.469330,121.246736,947640,23,0.059935
BS_2995,31.469563,121.384552,2031420,41,0.128480
BS_2996,31.473557,121.331298,5625540,40,0.355795
BS_2997,31.475425,121.356951,2163120,25,0.136809
BS_2998,31.482590,121.348661,2997360,38,0.189572
BS_2999,31.483764,121.274813,1353300,43,0.085591
BS_3000,31.486000,121.243442,157800,20,0.009980
BS_3001,31.486771,121.360405,201780,37,0.012762
BS_3002,31.488248,121.349833,4017240,54,0.254076
BS_3003,31.492475,121.328439,4617600,63,0.292046
BS_3004,31.492988,121.292044,1286880,105,0.081390
BS_3005,31.497375,121.324955,1996680,21,0.126283
BS_3006,31.501733,121.334549,312840,26,0.019786
BS_3007,31.505950,121.282812,190200,32,0.012029
